# ------------------------------------[UPDATE]--------------------------------------
# Title: The Block List Project - Ads List
# Expires: 1 day
# Homepage: https://blocklist.site
# Help: https://github.com/blocklistproject/lists/wiki/
# License: https://unlicense.org
# Total number of network filters: 30836
# ------------------------------------[SUPPORT]-------------------------------------
# You can support by:
# - reporting false positives
# - making a donation: https://paypal.me/blocklistproject
# -------------------------------------[INFO]---------------------------------------
#
# Ad list
# ------------------------------------[FILTERS]-------------------------------------
0.0.0.0 ad.doubleclick.net.75209.9336.302br.net
0.0.0.0 ad.doubleclick.net.75210.9336.302br.net
0.0.0.0 ad.doubleclick.net.75212.9336.302br.net
0.0.0.0 ad.doubleclick.net.75213.9336.302br.net
0.0.0.0 ad.doubleclick.net.75218.9336.302br.net
0.0.0.0 ad.doubleclick.net.75219.9336.302br.net
0.0.0.0 ad.doubleclick.net.75221.9336.302br.net
0.0.0.0 ad.doubleclick.net.75222.9336.302br.net
0.0.0.0 ad.doubleclick.net.75224.9336.302br.net
0.0.0.0 ad.doubleclick.net.75225.9336.302br.net
0.0.0.0 ad.doubleclick.net.75227.9336.302br.net
0.0.0.0 ad.doubleclick.net.75228.9336.302br.net
0.0.0.0 ad.doubleclick.net.75230.9336.302br.net
0.0.0.0 ad.doubleclick.net.75233.9336.302br.net
0.0.0.0 ad.doubleclick.net.75236.9336.302br.net
0.0.0.0 ad.doubleclick.net.75242.9336.302br.net
0.0.0.0 ad.doubleclick.net.75245.9336.302br.net
0.0.0.0 ad.doubleclick.net.75246.9336.302br.net
0.0.0.0 ad.doubleclick.net.75248.9336.302br.net
0.0.0.0 ad.doubleclick.net.75249.9336.302br.net
0.0.0.0 ad.doubleclick.net.75251.9336.302br.net
0.0.0.0 ad.doubleclick.net.75252.9336.302br.net
0.0.0.0 ad.doubleclick.net.75254.9336.302br.net
0.0.0.0 ad.doubleclick.net.75255.9336.302br.net
0.0.0.0 ad.doubleclick.net.75257.9336.302br.net
0.0.0.0 ad.doubleclick.net.75258.9336.302br.net
0.0.0.0 ad.doubleclick.net.75260.9336.302br.net
0.0.0.0 ad.doubleclick.net.75261.9336.302br.net
0.0.0.0 ad.doubleclick.net.75288.9112.302br.net
0.0.0.0 ad.doubleclick.net.75289.9112.302br.net
0.0.0.0 ad.doubleclick.net.75291.9112.302br.net
0.0.0.0 ad.doubleclick.net.75294.9112.302br.net
0.0.0.0 ad.doubleclick.net.75295.9625.302br.net
0.0.0.0 ad.doubleclick.net.75296.9625.302br.net
0.0.0.0 ad.doubleclick.net.75297.9625.302br.net
0.0.0.0 ad.doubleclick.net.75298.9625.302br.net
0.0.0.0 ad.doubleclick.net.75299.9625.302br.net
0.0.0.0 ad.doubleclick.net.75300.9625.302br.net
0.0.0.0 ad.doubleclick.net.75301.9625.302br.net
0.0.0.0 ad.doubleclick.net.75302.9625.302br.net
0.0.0.0 ad.doubleclick.net.75303.9625.302br.net
0.0.0.0 ad.doubleclick.net.75305.9625.302br.net
0.0.0.0 ad.doubleclick.net.75306.9625.302br.net
0.0.0.0 ad.doubleclick.net.75307.9625.302br.net
0.0.0.0 ad.doubleclick.net.75308.9625.302br.net
0.0.0.0 ad.doubleclick.net.75309.9625.302br.net
0.0.0.0 ad.doubleclick.net.75310.9625.302br.net
0.0.0.0 ad.doubleclick.net.75311.9625.302br.net
0.0.0.0 ad.doubleclick.net.75312.9625.302br.net
0.0.0.0 ad.doubleclick.net.75368.9088.302br.net
0.0.0.0 ad.doubleclick.net.75369.9088.302br.net
0.0.0.0 ad.doubleclick.net.75370.9088.302br.net
0.0.0.0 ad.doubleclick.net.75371.9088.302br.net
0.0.0.0 ad.doubleclick.net.75372.9088.302br.net
0.0.0.0 ad.doubleclick.net.75373.9088.302br.net
0.0.0.0 ad.doubleclick.net.75374.9088.302br.net
0.0.0.0 ad.doubleclick.net.75375.9088.302br.net
0.0.0.0 ad.doubleclick.net.75376.9088.302br.net
0.0.0.0 ad.doubleclick.net.75396.9088.302br.net
0.0.0.0 ad.doubleclick.net.75397.9088.302br.net
0.0.0.0 ad.doubleclick.net.75399.9088.302br.net
0.0.0.0 ad.doubleclick.net.75400.9088.302br.net
0.0.0.0 ad.doubleclick.net.75402.9088.302br.net
0.0.0.0 ad.doubleclick.net.75403.9088.302br.net
0.0.0.0 ad.doubleclick.net.75405.9366.302br.net
0.0.0.0 ad.doubleclick.net.75408.9366.302br.net
0.0.0.0 ad.doubleclick.net.75411.9366.302br.net
0.0.0.0 ad.doubleclick.net.75414.9366.302br.net
0.0.0.0 ad.doubleclick.net.75417.9366.302br.net
0.0.0.0 ad.doubleclick.net.75420.9366.302br.net
0.0.0.0 ad.doubleclick.net.75423.9366.302br.net
0.0.0.0 ad.doubleclick.net.75426.9366.302br.net
0.0.0.0 ad.doubleclick.net.75429.9366.302br.net
0.0.0.0 ad.doubleclick.net.75435.9366.302br.net
0.0.0.0 ad.doubleclick.net.75438.9366.302br.net
0.0.0.0 ad.doubleclick.net.75441.9366.302br.net
0.0.0.0 ad.doubleclick.net.75447.9366.302br.net
0.0.0.0 ad.doubleclick.net.75450.9366.302br.net
0.0.0.0 ad.doubleclick.net.75453.9366.302br.net
0.0.0.0 ad.doubleclick.net.75456.9366.302br.net
0.0.0.0 ad.doubleclick.net.75459.9366.302br.net
0.0.0.0 ad.doubleclick.net.75462.9366.302br.net
0.0.0.0 ad.doubleclick.net.75483.9627.302br.net
0.0.0.0 ad.doubleclick.net.75486.9627.302br.net
0.0.0.0 ad.doubleclick.net.75489.9627.302br.net
0.0.0.0 ad.doubleclick.net.75511.9627.302br.net
0.0.0.0 ad.doubleclick.net.75514.9627.302br.net
0.0.0.0 ad.doubleclick.net.75517.9627.302br.net
0.0.0.0 ad.doubleclick.net.75520.9627.302br.net
0.0.0.0 ad.doubleclick.net.75523.9627.302br.net
0.0.0.0 ad.doubleclick.net.75526.9627.302br.net
0.0.0.0 ad.doubleclick.net.75528.9628.302br.net
0.0.0.0 ad.doubleclick.net.75529.9628.302br.net
0.0.0.0 ad.doubleclick.net.75531.9628.302br.net
0.0.0.0 ad.doubleclick.net.75532.9628.302br.net
0.0.0.0 ad.doubleclick.net.75534.9628.302br.net
0.0.0.0 ad.doubleclick.net.75535.9628.302br.net
0.0.0.0 ad.doubleclick.net.75537.9628.302br.net
0.0.0.0 ad.doubleclick.net.75540.9628.302br.net
0.0.0.0 ad.doubleclick.net.75541.9628.302br.net
0.0.0.0 ad.doubleclick.net.75543.9628.302br.net
0.0.0.0 ad.doubleclick.net.75544.9628.302br.net
0.0.0.0 ad.doubleclick.net.75546.9198.302br.net
0.0.0.0 ad.doubleclick.net.75547.9198.302br.net
0.0.0.0 ad.doubleclick.net.75548.9198.302br.net
0.0.0.0 ad.doubleclick.net.75549.9198.302br.net
0.0.0.0 ad.doubleclick.net.75550.9198.302br.net
0.0.0.0 ad.doubleclick.net.75564.9198.302br.net
0.0.0.0 ad.doubleclick.net.75565.9198.302br.net
0.0.0.0 ad.doubleclick.net.75570.9198.302br.net
0.0.0.0 ad.doubleclick.net.75573.9198.302br.net
0.0.0.0 ad.doubleclick.net.75574.9198.302br.net
0.0.0.0 ad.doubleclick.net.75600.9198.302br.net
0.0.0.0 ad.doubleclick.net.75618.9198.302br.net
0.0.0.0 ad.doubleclick.net.75619.9198.302br.net
0.0.0.0 ad.doubleclick.net.75621.9198.302br.net
0.0.0.0 ad.doubleclick.net.75627.9198.302br.net
0.0.0.0 ad.doubleclick.net.75648.9198.302br.net
0.0.0.0 ad.doubleclick.net.75651.9198.302br.net
0.0.0.0 ad.doubleclick.net.75652.9198.302br.net
0.0.0.0 ad.doubleclick.net.75666.9198.302br.net
0.0.0.0 ad.doubleclick.net.75714.9198.302br.net
0.0.0.0 ad.doubleclick.net.75723.9198.302br.net
0.0.0.0 ad.doubleclick.net.75724.9198.302br.net
0.0.0.0 ad.doubleclick.net.75822.9630.302br.net
0.0.0.0 ad.doubleclick.net.75823.9630.302br.net
0.0.0.0 ad.doubleclick.net.75828.9630.302br.net
0.0.0.0 ad.doubleclick.net.75829.9630.302br.net
0.0.0.0 ad.doubleclick.net.75831.9630.302br.net
0.0.0.0 ad.doubleclick.net.75832.9630.302br.net
0.0.0.0 ad.doubleclick.net.75833.9630.302br.net
0.0.0.0 ad.doubleclick.net.75834.9630.302br.net
0.0.0.0 ad.doubleclick.net.75835.9630.302br.net
0.0.0.0 ad.doubleclick.net.75839.9630.302br.net
0.0.0.0 ad.doubleclick.net.75840.9630.302br.net
0.0.0.0 ad.doubleclick.net.75841.9630.302br.net
0.0.0.0 ad.doubleclick.net.75846.9630.302br.net
0.0.0.0 ad.doubleclick.net.75847.9630.302br.net
0.0.0.0 ad.doubleclick.net.75852.9630.302br.net
0.0.0.0 ad.doubleclick.net.75853.9630.302br.net
0.0.0.0 ad.doubleclick.net.75855.9630.302br.net
0.0.0.0 ad.doubleclick.net.75856.9630.302br.net
0.0.0.0 ad.doubleclick.net.75861.9630.302br.net
0.0.0.0 ad.doubleclick.net.75862.9630.302br.net
0.0.0.0 ad.doubleclick.net.75864.9630.302br.net
0.0.0.0 ad.doubleclick.net.75865.9630.302br.net
0.0.0.0 ad.doubleclick.net.75872.9630.302br.net
0.0.0.0 ad.doubleclick.net.75873.9630.302br.net
0.0.0.0 ad.doubleclick.net.75874.9630.302br.net
0.0.0.0 ad.doubleclick.net.75876.9630.302br.net
0.0.0.0 ad.doubleclick.net.75877.9630.302br.net
0.0.0.0 ad.doubleclick.net.75879.9630.302br.net
0.0.0.0 ad.doubleclick.net.75880.9630.302br.net
0.0.0.0 ad.doubleclick.net.75882.9630.302br.net
0.0.0.0 ad.doubleclick.net.75883.9630.302br.net
0.0.0.0 ad.doubleclick.net.75888.9630.302br.net
0.0.0.0 ad.doubleclick.net.75889.9630.302br.net
0.0.0.0 ad.doubleclick.net.75891.9630.302br.net
0.0.0.0 ad.doubleclick.net.75892.9630.302br.net
0.0.0.0 ad.doubleclick.net.75897.9630.302br.net
0.0.0.0 ad.doubleclick.net.75898.9630.302br.net
0.0.0.0 ad.doubleclick.net.75903.9630.302br.net
0.0.0.0 ad.doubleclick.net.75904.9630.302br.net
0.0.0.0 ad.doubleclick.net.75914.9630.302br.net
0.0.0.0 ad.doubleclick.net.75915.9630.302br.net
0.0.0.0 ad.doubleclick.net.75916.9630.302br.net
0.0.0.0 ad.doubleclick.net.75924.9293.302br.net
0.0.0.0 ad.doubleclick.net.75925.9293.302br.net
0.0.0.0 ad.doubleclick.net.75926.9293.302br.net
0.0.0.0 ad.doubleclick.net.75927.9293.302br.net
0.0.0.0 ad.doubleclick.net.75928.9293.302br.net
0.0.0.0 ad.doubleclick.net.75935.9631.302br.net
0.0.0.0 ad.doubleclick.net.75936.9631.302br.net
0.0.0.0 ad.doubleclick.net.75937.9631.302br.net
0.0.0.0 ad.doubleclick.net.75938.9631.302br.net
0.0.0.0 ad.doubleclick.net.75939.9631.302br.net
0.0.0.0 ad.doubleclick.net.75940.9631.302br.net
0.0.0.0 ad.doubleclick.net.75943.9632.302br.net
0.0.0.0 ad.doubleclick.net.75945.9632.302br.net
0.0.0.0 ad.doubleclick.net.75948.9632.302br.net
0.0.0.0 ad.doubleclick.net.75951.9632.302br.net
0.0.0.0 ad.doubleclick.net.75954.9632.302br.net
0.0.0.0 ad.doubleclick.net.75955.9632.302br.net
0.0.0.0 ad.doubleclick.net.75957.9632.302br.net
0.0.0.0 ad.doubleclick.net.75961.9632.302br.net
0.0.0.0 ad.doubleclick.net.75963.9632.302br.net
0.0.0.0 ad.doubleclick.net.75964.9632.302br.net
0.0.0.0 ad.doubleclick.net.75966.9632.302br.net
0.0.0.0 ad.doubleclick.net.75970.9632.302br.net
0.0.0.0 ad.doubleclick.net.75972.9632.302br.net
0.0.0.0 ad.doubleclick.net.75976.9632.302br.net
0.0.0.0 ad.doubleclick.net.75978.9632.302br.net
0.0.0.0 ad.doubleclick.net.75981.9632.302br.net
0.0.0.0 ad.doubleclick.net.75984.9632.302br.net
0.0.0.0 ad.doubleclick.net.75985.9632.302br.net
0.0.0.0 ad.doubleclick.net.75987.9632.302br.net
0.0.0.0 ad.doubleclick.net.75988.9632.302br.net
0.0.0.0 ad.doubleclick.net.75990.9632.302br.net
0.0.0.0 ad.doubleclick.net.75994.9632.302br.net
0.0.0.0 ad.doubleclick.net.75996.9632.302br.net
0.0.0.0 ad.doubleclick.net.76024.9635.302br.net
0.0.0.0 ad.doubleclick.net.76025.9635.302br.net
0.0.0.0 ad.doubleclick.net.76026.9635.302br.net
0.0.0.0 ad.doubleclick.net.76027.9635.302br.net
0.0.0.0 ad.doubleclick.net.76028.9635.302br.net
0.0.0.0 ad.doubleclick.net.76029.9635.302br.net
0.0.0.0 ad.doubleclick.net.76030.9635.302br.net
0.0.0.0 ad.doubleclick.net.76031.9635.302br.net
0.0.0.0 ad.doubleclick.net.76032.9635.302br.net
0.0.0.0 ad.doubleclick.net.76094.9636.302br.net
0.0.0.0 ad.doubleclick.net.76096.9636.302br.net
0.0.0.0 ad.doubleclick.net.76100.9636.302br.net
0.0.0.0 ad.doubleclick.net.76104.9636.302br.net
0.0.0.0 ad.doubleclick.net.76108.9635.302br.net
0.0.0.0 ad.doubleclick.net.76109.9635.302br.net
0.0.0.0 ad.doubleclick.net.76110.9635.302br.net
0.0.0.0 ad.doubleclick.net.76111.9635.302br.net
0.0.0.0 ad.doubleclick.net.76112.9635.302br.net
0.0.0.0 ad.doubleclick.net.76117.9635.302br.net
0.0.0.0 ad.doubleclick.net.76118.9635.302br.net
0.0.0.0 ad.doubleclick.net.76119.9635.302br.net
0.0.0.0 ad.doubleclick.net.76120.9635.302br.net
0.0.0.0 ad.doubleclick.net.76121.9635.302br.net
0.0.0.0 ad.doubleclick.net.76122.9635.302br.net
0.0.0.0 ad.doubleclick.net.76123.9635.302br.net
0.0.0.0 ad.doubleclick.net.76124.9635.302br.net
0.0.0.0 ad.doubleclick.net.76125.9635.302br.net
0.0.0.0 ad.doubleclick.net.76126.9635.302br.net
0.0.0.0 ad.doubleclick.net.76127.9635.302br.net
0.0.0.0 ad.doubleclick.net.76137.9635.302br.net
0.0.0.0 ad.doubleclick.net.76138.9635.302br.net
0.0.0.0 ad.doubleclick.net.76139.9635.302br.net
0.0.0.0 ad.doubleclick.net.76140.9635.302br.net
0.0.0.0 ad.doubleclick.net.76141.9635.302br.net
0.0.0.0 ad.doubleclick.net.76142.9635.302br.net
0.0.0.0 ad.doubleclick.net.76149.9635.302br.net
0.0.0.0 ad.doubleclick.net.76150.9635.302br.net
0.0.0.0 ad.doubleclick.net.76151.9635.302br.net
0.0.0.0 ad.doubleclick.net.76153.9635.302br.net
0.0.0.0 ad.doubleclick.net.76154.9635.302br.net
0.0.0.0 ad.doubleclick.net.76156.9635.302br.net
0.0.0.0 ad.doubleclick.net.76157.9635.302br.net
0.0.0.0 ad.doubleclick.net.76159.9635.302br.net
0.0.0.0 ad.doubleclick.net.76160.9635.302br.net
0.0.0.0 ad.doubleclick.net.76162.9635.302br.net
0.0.0.0 ad.doubleclick.net.76163.9635.302br.net
0.0.0.0 ad.doubleclick.net.76164.9635.302br.net
0.0.0.0 ad.doubleclick.net.76165.9635.302br.net
0.0.0.0 ad.doubleclick.net.76166.9635.302br.net
0.0.0.0 ad.doubleclick.net.76167.9635.302br.net
0.0.0.0 ad.doubleclick.net.76168.9635.302br.net
0.0.0.0 ad.doubleclick.net.76169.9635.302br.net
0.0.0.0 ad.doubleclick.net.76170.9635.302br.net
0.0.0.0 ad.doubleclick.net.76171.9635.302br.net
0.0.0.0 ad.doubleclick.net.76172.9635.302br.net
0.0.0.0 ad.doubleclick.net.76174.9635.302br.net
0.0.0.0 ad.doubleclick.net.76175.9635.302br.net
0.0.0.0 ad.doubleclick.net.76177.9635.302br.net
0.0.0.0 ad.doubleclick.net.76178.9635.302br.net
0.0.0.0 ad.doubleclick.net.76180.9635.302br.net
0.0.0.0 ad.doubleclick.net.76181.9635.302br.net
0.0.0.0 ad.doubleclick.net.76189.9635.302br.net
0.0.0.0 ad.doubleclick.net.76190.9635.302br.net
0.0.0.0 ad.doubleclick.net.76192.9635.302br.net
0.0.0.0 ad.doubleclick.net.76193.9635.302br.net
0.0.0.0 ad.doubleclick.net.76443.9624.302br.net
0.0.0.0 ad.doubleclick.net.76444.9624.302br.net
0.0.0.0 ad.doubleclick.net.76445.9624.302br.net
0.0.0.0 ad.doubleclick.net.76447.9624.302br.net
0.0.0.0 ad.doubleclick.net.76449.9624.302br.net
0.0.0.0 ad.doubleclick.net.76450.9624.302br.net
0.0.0.0 ad.doubleclick.net.76455.9624.302br.net
0.0.0.0 ad.doubleclick.net.76457.9624.302br.net
0.0.0.0 ad.doubleclick.net.76459.9624.302br.net
0.0.0.0 ad.doubleclick.net.76460.9624.302br.net
0.0.0.0 ad.doubleclick.net.76461.9624.302br.net
0.0.0.0 ad.doubleclick.net.76462.9624.302br.net
0.0.0.0 ad.doubleclick.net.76463.9624.302br.net
0.0.0.0 ad.doubleclick.net.76464.9624.302br.net
0.0.0.0 ad.doubleclick.net.76465.9624.302br.net
0.0.0.0 ad.doubleclick.net.76466.9624.302br.net
0.0.0.0 ad.doubleclick.net.76467.9624.302br.net
0.0.0.0 ad.doubleclick.net.76468.9624.302br.net
0.0.0.0 ad.doubleclick.net.76469.9624.302br.net
0.0.0.0 ad.doubleclick.net.76470.9624.302br.net
0.0.0.0 ad.doubleclick.net.76499.9450.302br.net
0.0.0.0 ad.doubleclick.net.76500.9450.302br.net
0.0.0.0 ad.doubleclick.net.76501.9450.302br.net
0.0.0.0 ad.doubleclick.net.76502.9450.302br.net
0.0.0.0 ad.doubleclick.net.76529.9544.302br.net
0.0.0.0 ad.doubleclick.net.76530.9544.302br.net
0.0.0.0 ad.doubleclick.net.76531.9544.302br.net
0.0.0.0 ad.doubleclick.net.76532.9544.302br.net
0.0.0.0 ad.doubleclick.net.76533.9544.302br.net
0.0.0.0 ad.doubleclick.net.76534.9544.302br.net
0.0.0.0 ad.doubleclick.net.76535.9544.302br.net
0.0.0.0 ad.doubleclick.net.76536.9544.302br.net
0.0.0.0 ad.doubleclick.net.76537.9544.302br.net
0.0.0.0 ad.doubleclick.net.76538.9544.302br.net
0.0.0.0 ad.doubleclick.net.76539.9544.302br.net
0.0.0.0 ad.doubleclick.net.76540.9544.302br.net
0.0.0.0 ad.doubleclick.net.76541.9544.302br.net
0.0.0.0 ad.doubleclick.net.76542.9544.302br.net
0.0.0.0 ad.doubleclick.net.76543.9544.302br.net
0.0.0.0 ad.doubleclick.net.76544.9544.302br.net
0.0.0.0 ad.doubleclick.net.76545.9544.302br.net
0.0.0.0 ad.doubleclick.net.76546.9544.302br.net
0.0.0.0 ad.doubleclick.net.76547.9544.302br.net
0.0.0.0 ad.doubleclick.net.76548.9544.302br.net
0.0.0.0 ad.doubleclick.net.76549.9544.302br.net
0.0.0.0 ad.doubleclick.net.76568.9603.302br.net
0.0.0.0 ad.doubleclick.net.76569.9603.302br.net
0.0.0.0 ad.doubleclick.net.76572.9603.302br.net
0.0.0.0 ad.doubleclick.net.76574.9603.302br.net
0.0.0.0 ad.doubleclick.net.76575.9603.302br.net
0.0.0.0 ad.doubleclick.net.76576.9603.302br.net
0.0.0.0 ad.doubleclick.net.76577.9603.302br.net
0.0.0.0 ad.doubleclick.net.76578.9603.302br.net
0.0.0.0 ad.doubleclick.net.76579.9603.302br.net
0.0.0.0 ad.doubleclick.net.76581.9603.302br.net
0.0.0.0 ad.doubleclick.net.76598.9450.302br.net
0.0.0.0 ad.doubleclick.net.76599.9450.302br.net
0.0.0.0 ad.doubleclick.net.76600.9450.302br.net
0.0.0.0 ad.doubleclick.net.76601.9450.302br.net
0.0.0.0 ad.doubleclick.net.76604.9648.302br.net
0.0.0.0 ad.doubleclick.net.76605.9648.302br.net
0.0.0.0 ad.doubleclick.net.76606.9648.302br.net
0.0.0.0 ad.doubleclick.net.76607.9648.302br.net
0.0.0.0 ad.doubleclick.net.76608.9648.302br.net
0.0.0.0 ad.doubleclick.net.76609.9648.302br.net
0.0.0.0 ad.doubleclick.net.76610.9648.302br.net
0.0.0.0 ad.doubleclick.net.76611.9648.302br.net
0.0.0.0 ad.doubleclick.net.76612.9648.302br.net
0.0.0.0 ad.doubleclick.net.76622.9647.302br.net
0.0.0.0 ad.doubleclick.net.76623.9647.302br.net
0.0.0.0 ad.doubleclick.net.76624.9647.302br.net
0.0.0.0 ad.doubleclick.net.76625.9647.302br.net
0.0.0.0 ad.doubleclick.net.76626.9647.302br.net
0.0.0.0 ad.doubleclick.net.76627.9647.302br.net
0.0.0.0 ad.doubleclick.net.76635.9646.302br.net
0.0.0.0 ad.doubleclick.net.76636.9646.302br.net
0.0.0.0 ad.doubleclick.net.76638.9646.302br.net
0.0.0.0 ad.doubleclick.net.76639.9646.302br.net
0.0.0.0 ad.doubleclick.net.76641.9646.302br.net
0.0.0.0 ad.doubleclick.net.76652.9611.302br.net
0.0.0.0 ad.doubleclick.net.76654.9611.302br.net
0.0.0.0 ad.doubleclick.net.76655.9611.302br.net
0.0.0.0 ad.doubleclick.net.76657.9611.302br.net
0.0.0.0 ad.doubleclick.net.76658.9611.302br.net
0.0.0.0 ad.doubleclick.net.76660.9611.302br.net
0.0.0.0 ad.doubleclick.net.76661.9611.302br.net
0.0.0.0 ad.doubleclick.net.76663.9611.302br.net
0.0.0.0 ad.doubleclick.net.76664.9611.302br.net
0.0.0.0 ad.doubleclick.net.76666.9611.302br.net
0.0.0.0 ad.doubleclick.net.76667.9611.302br.net
0.0.0.0 ad.doubleclick.net.76669.9611.302br.net
0.0.0.0 ad.doubleclick.net.76670.9611.302br.net
0.0.0.0 ad.doubleclick.net.76672.9611.302br.net
0.0.0.0 ad.doubleclick.net.76673.9611.302br.net
0.0.0.0 ad.doubleclick.net.76675.9611.302br.net
0.0.0.0 ad.doubleclick.net.76676.9611.302br.net
0.0.0.0 ad.doubleclick.net.76678.9611.302br.net
0.0.0.0 ad.doubleclick.net.76679.9611.302br.net
0.0.0.0 ad.doubleclick.net.76681.9611.302br.net
0.0.0.0 ad.doubleclick.net.76682.9611.302br.net
0.0.0.0 ad.doubleclick.net.76684.9611.302br.net
0.0.0.0 ad.doubleclick.net.76685.9611.302br.net
0.0.0.0 ad.doubleclick.net.76687.9611.302br.net
0.0.0.0 ad.doubleclick.net.76688.9611.302br.net
0.0.0.0 ad.doubleclick.net.76690.9611.302br.net
0.0.0.0 ad.doubleclick.net.76691.9611.302br.net
0.0.0.0 ad.doubleclick.net.76693.9611.302br.net
0.0.0.0 ad.doubleclick.net.76694.9611.302br.net
0.0.0.0 ad.doubleclick.net.76696.9611.302br.net
0.0.0.0 ad.doubleclick.net.76697.9611.302br.net
0.0.0.0 ad.doubleclick.net.76699.9611.302br.net
0.0.0.0 ad.doubleclick.net.76700.9611.302br.net
0.0.0.0 ad.doubleclick.net.76702.9611.302br.net
0.0.0.0 ad.doubleclick.net.76703.9611.302br.net
0.0.0.0 ad.doubleclick.net.76705.9611.302br.net
0.0.0.0 ad.doubleclick.net.76706.9611.302br.net
0.0.0.0 ad.doubleclick.net.76708.9611.302br.net
0.0.0.0 ad.doubleclick.net.76709.9611.302br.net
0.0.0.0 ad.doubleclick.net.76711.9611.302br.net
0.0.0.0 ad.doubleclick.net.76712.9611.302br.net
0.0.0.0 ad.doubleclick.net.76714.9611.302br.net
0.0.0.0 ad.doubleclick.net.76715.9611.302br.net
0.0.0.0 ad.doubleclick.net.76717.9611.302br.net
0.0.0.0 ad.doubleclick.net.76718.9611.302br.net
0.0.0.0 ad.doubleclick.net.76720.9611.302br.net
0.0.0.0 ad.doubleclick.net.76721.9611.302br.net
0.0.0.0 ad.doubleclick.net.76723.9611.302br.net
0.0.0.0 ad.doubleclick.net.76724.9611.302br.net
0.0.0.0 ad.doubleclick.net.76726.9611.302br.net
0.0.0.0 ad.doubleclick.net.76727.9611.302br.net
0.0.0.0 ad.doubleclick.net.76729.9611.302br.net
0.0.0.0 ad.doubleclick.net.76730.9611.302br.net
0.0.0.0 ad.doubleclick.net.76732.9611.302br.net
0.0.0.0 ad.doubleclick.net.76735.9649.302br.net
0.0.0.0 ad.doubleclick.net.76738.9649.302br.net
0.0.0.0 ad.doubleclick.net.76741.9649.302br.net
0.0.0.0 ad.doubleclick.net.76744.9649.302br.net
0.0.0.0 ad.doubleclick.net.76747.9649.302br.net
0.0.0.0 ad.doubleclick.net.76750.9649.302br.net
0.0.0.0 ad.doubleclick.net.76753.9649.302br.net
0.0.0.0 ad.doubleclick.net.76756.9649.302br.net
0.0.0.0 ad.doubleclick.net.76759.9649.302br.net
0.0.0.0 ad.doubleclick.net.76762.9649.302br.net
0.0.0.0 ad.doubleclick.net.76763.9649.302br.net
0.0.0.0 ad.doubleclick.net.76765.9649.302br.net
0.0.0.0 ad.doubleclick.net.76768.9649.302br.net
0.0.0.0 ad.doubleclick.net.76771.9649.302br.net
0.0.0.0 ad.doubleclick.net.76774.9649.302br.net
0.0.0.0 ad.doubleclick.net.76775.9649.302br.net
0.0.0.0 ad.doubleclick.net.76777.9649.302br.net
0.0.0.0 ad.doubleclick.net.76780.9649.302br.net
0.0.0.0 ad.doubleclick.net.76783.9649.302br.net
0.0.0.0 ad.doubleclick.net.76786.9649.302br.net
0.0.0.0 ad.doubleclick.net.76789.9649.302br.net
0.0.0.0 ad.doubleclick.net.76860.9650.302br.net
0.0.0.0 ad.doubleclick.net.76863.9650.302br.net
0.0.0.0 ad.doubleclick.net.76866.9650.302br.net
0.0.0.0 ad.doubleclick.net.76869.9650.302br.net
0.0.0.0 ad.doubleclick.net.76872.9650.302br.net
0.0.0.0 ad.doubleclick.net.76873.9076.302br.net
0.0.0.0 ad.doubleclick.net.76875.9076.302br.net
0.0.0.0 ad.doubleclick.net.76876.9076.302br.net
0.0.0.0 ad.doubleclick.net.76878.9076.302br.net
0.0.0.0 ad.doubleclick.net.76880.9076.302br.net
0.0.0.0 ad.doubleclick.net.76883.9076.302br.net
0.0.0.0 ad.doubleclick.net.76886.9076.302br.net
0.0.0.0 ad.doubleclick.net.76889.9076.302br.net
0.0.0.0 ad.doubleclick.net.76890.9076.302br.net
0.0.0.0 ad.doubleclick.net.76892.9076.302br.net
0.0.0.0 ad.doubleclick.net.76893.9076.302br.net
0.0.0.0 ad.doubleclick.net.76895.9076.302br.net
0.0.0.0 ad.doubleclick.net.76896.9076.302br.net
0.0.0.0 ad.doubleclick.net.76898.9076.302br.net
0.0.0.0 ad.doubleclick.net.76902.9076.302br.net
0.0.0.0 ad.doubleclick.net.76905.9076.302br.net
0.0.0.0 ad.doubleclick.net.76908.9076.302br.net
0.0.0.0 ad.doubleclick.net.76911.9077.302br.net
0.0.0.0 ad.doubleclick.net.76914.9077.302br.net
0.0.0.0 ad.doubleclick.net.76915.9077.302br.net
0.0.0.0 ad.doubleclick.net.76917.9077.302br.net
0.0.0.0 ad.doubleclick.net.76918.9077.302br.net
0.0.0.0 ad.doubleclick.net.76920.9077.302br.net
0.0.0.0 ad.doubleclick.net.76922.9077.302br.net
0.0.0.0 ad.doubleclick.net.76925.9077.302br.net
0.0.0.0 ad.doubleclick.net.76926.9077.302br.net
0.0.0.0 ad.doubleclick.net.76932.9078.302br.net
0.0.0.0 ad.doubleclick.net.76935.9078.302br.net
0.0.0.0 ad.doubleclick.net.76939.9078.302br.net
0.0.0.0 ad.doubleclick.net.76941.9078.302br.net
0.0.0.0 ad.doubleclick.net.76943.9078.302br.net
0.0.0.0 ad.doubleclick.net.76946.9078.302br.net
0.0.0.0 ad.doubleclick.net.76949.9078.302br.net
0.0.0.0 ad.doubleclick.net.76953.9079.302br.net
0.0.0.0 ad.doubleclick.net.76956.9079.302br.net
